signal_datetime,entry_datetime,exit_datetime,long_symbols,short_symbols,long_return,short_asset_return,gross_return,net_return,equity,drawdown
2025-01-24 00:00:00+00:00,2025-01-27 00:00:00+00:00,2025-01-30 00:00:00+00:00,"XLY,XLP","XLF,XLE",0.020571605291264006,0.005630876229578974,0.007470364530842516,0.007470364530842516,1.0074703645308425,0.0
2025-01-29 00:00:00+00:00,2025-01-30 00:00:00+00:00,2025-02-04 00:00:00+00:00,"XLK,XLB","XLI,XLY",-0.0019189529969517727,-0.011936081564976775,0.005008564284012501,0.005008564284012501,1.0125163446158327,0.0
2025-02-03 00:00:00+00:00,2025-02-04 00:00:00+00:00,2025-02-07 00:00:00+00:00,"XLE,XLU","XLI,XLB",0.009141209222851332,0.004482772933251278,0.002329218144800027,0.002329218144800027,1.0148747160576186,0.0
2025-02-06 00:00:00+00:00,2025-02-07 00:00:00+00:00,2025-02-12 00:00:00+00:00,"XLI,XLK","XLE,XLV",-0.01218287872737861,0.003343012449810112,-0.007762945588594361,-0.007762945588594361,1.006996298857623,-0.007762945588594361
2025-02-11 00:00:00+00:00,2025-02-12 00:00:00+00:00,2025-02-18 00:00:00+00:00,"XLC,XLV","XLU,XLP",0.006722398794174078,0.009453070716504253,-0.0013653359611650873,-0.0013653359611650873,1.0056214105980326,-0.009117682520982884
2025-02-14 00:00:00+00:00,2025-02-18 00:00:00+00:00,2025-02-21 00:00:00+00:00,"XLI,XLF","XLRE,XLP",-0.004602263311998034,0.013104199822384421,-0.008853231567191228,-0.008853231567191228,0.9967184113810827,-0.01789019313345963
2025-02-20 00:00:00+00:00,2025-02-21 00:00:00+00:00,2025-02-26 00:00:00+00:00,"XLV,XLC","XLP,XLF",-0.005454088324319872,0.008339261445909185,-0.006896674885114529,-0.006896674885114529,0.9898443685457796,-0.024663485172900734
2025-02-25 00:00:00+00:00,2025-02-26 00:00:00+00:00,2025-03-03 00:00:00+00:00,"XLB,XLI","XLV,XLE",0.009051767462923466,0.01130724951077866,-0.0011277410239275976,-0.0011277410239275976,0.9887280804440668,-0.025763412172805866
2025-02-28 00:00:00+00:00,2025-03-03 00:00:00+00:00,2025-03-06 00:00:00+00:00,"XLI,XLRE","XLC,XLF",-0.019727240418041025,-0.034401549245108964,0.0073371544135339695,0.0073371544135339695,0.9959825310432818,-0.01861528789260347
2025-03-05 00:00:00+00:00,2025-03-06 00:00:00+00:00,2025-03-11 00:00:00+00:00,"XLP,XLY","XLC,XLRE",-0.02183664495230847,-0.029224918121288357,0.003694136584489943,0.003694136584489943,0.9996618265487218,-0.014989918724148232
2025-03-10 00:00:00+00:00,2025-03-11 00:00:00+00:00,2025-03-14 00:00:00+00:00,"XLB,XLF","XLY,XLU",-0.004142819208312498,-0.009999935048980224,0.002928557920333863,0.002928557920333863,1.0025893941085164,-0.012105259649019207
2025-03-13 00:00:00+00:00,2025-03-14 00:00:00+00:00,2025-03-19 00:00:00+00:00,"XLF,XLB","XLRE,XLC",0.020668356015458134,0.014686420203969708,0.002990967905744213,0.002990967905744213,1.0055881068089345,-0.009150498186376033
2025-03-18 00:00:00+00:00,2025-03-19 00:00:00+00:00,2025-03-24 00:00:00+00:00,"XLF,XLV","XLC,XLRE",0.009407172418753773,0.011496338507467896,-0.0010445830443570614,-0.0010445830443570614,1.0045376865229547,-0.010185522775480238
2025-03-21 00:00:00+00:00,2025-03-24 00:00:00+00:00,2025-03-27 00:00:00+00:00,"XLP,XLF","XLE,XLB",0.010976130291429742,0.007983466941383743,0.0014963316750229994,0.0014963316750229994,1.0060408080820533,-0.008704432020812836
2025-03-26 00:00:00+00:00,2025-03-27 00:00:00+00:00,2025-04-01 00:00:00+00:00,"XLRE,XLU","XLV,XLC",0.014116053652126204,-0.009892594507503072,0.012004324079814638,0.012004324079814638,1.0181176479797889,0.0
2025-03-31 00:00:00+00:00,2025-04-01 00:00:00+00:00,2025-04-04 00:00:00+00:00,"XLC,XLU","XLV,XLRE",-0.027520192844851965,-0.03122954045437104,0.001854673804759538,0.001854673804759538,1.0200059241116604,0.0
2025-04-03 00:00:00+00:00,2025-04-04 00:00:00+00:00,2025-04-09 00:00:00+00:00,"XLB,XLV","XLRE,XLE",-0.08358394990786971,-0.10320866297237902,0.009812356532254651,0.009812356532254651,1.0300145859040557,0.0
2025-04-08 00:00:00+00:00,2025-04-09 00:00:00+00:00,2025-04-14 00:00:00+00:00,"XLI,XLP","XLK,XLRE",0.08296110891703423,0.10572691888608332,-0.011382904984524544,-0.011382904984524544,1.0182900277400355,-0.011382904984524433
2025-04-11 00:00:00+00:00,2025-04-14 00:00:00+00:00,2025-04-17 00:00:00+00:00,"XLC,XLP","XLB,XLRE",-0.013818130474000712,0.0031699771643624586,-0.008494053819181585,-0.008494053819181585,1.0096406174408759,-0.01978027179614872
2025-04-16 00:00:00+00:00,2025-04-17 00:00:00+00:00,2025-04-23 00:00:00+00:00,"XLV,XLU","XLRE,XLK",0.014073587730197179,0.021505511645374287,-0.003715961957588554,-0.003715961957588554,1.0058888313156293,-0.023422731016232046
2025-04-22 00:00:00+00:00,2025-04-23 00:00:00+00:00,2025-04-28 00:00:00+00:00,"XLC,XLE","XLI,XLY",0.014277607714838991,0.018918048462124748,-0.0023202203736428784,-0.0023202203736428784,1.003554947555591,-0.025688605492164784
2025-04-25 00:00:00+00:00,2025-04-28 00:00:00+00:00,2025-05-01 00:00:00+00:00,"XLE,XLU","XLP,XLB",-0.007660973576312624,0.0036174737674131707,-0.005639223671862897,-0.005639223671862897,0.9978956767393203,-0.031182965371839066
2025-04-30 00:00:00+00:00,2025-05-01 00:00:00+00:00,2025-05-06 00:00:00+00:00,"XLV,XLP","XLE,XLI",-0.005805432332300409,0.011927463853434461,-0.008866448092867435,-0.008866448092867435,0.9890478865194143,-0.039772931320855465
2025-05-05 00:00:00+00:00,2025-05-06 00:00:00+00:00,2025-05-09 00:00:00+00:00,"XLV,XLP","XLU,XLC",-0.012126657211373348,0.011513330344392503,-0.011819993777882926,-0.011819993777882926,0.9773573466547266,-0.05112280929799762
2025-05-08 00:00:00+00:00,2025-05-09 00:00:00+00:00,2025-05-14 00:00:00+00:00,"XLF,XLP","XLV,XLI",0.00391942104023385,0.01049535006993002,-0.003287964514848085,-0.003287964514848085,0.9741438303805998,-0.05424268382997455
2025-05-13 00:00:00+00:00,2025-05-14 00:00:00+00:00,2025-05-19 00:00:00+00:00,"XLF,XLB","XLRE,XLC",0.007661875471539958,0.011062915499694181,-0.0017005200140771115,-0.0017005200140771115,0.9724872793004478,-0.055850963074581705
2025-05-16 00:00:00+00:00,2025-05-19 00:00:00+00:00,2025-05-22 00:00:00+00:00,"XLRE,XLI","XLE,XLF",-0.014747040023028568,-0.029686332561908557,0.0074696462694399945,0.0074696462694399945,0.9797514152783521,-0.04879850374311645
2025-05-21 00:00:00+00:00,2025-05-22 00:00:00+00:00,2025-05-28 00:00:00+00:00,"XLP,XLV","XLK,XLC",0.010200840376376807,0.010195079326240974,2.880525067916473e-06,2.880525067916473e-06,0.979754237476864,-0.048795763783362034
2025-05-27 00:00:00+00:00,2025-05-28 00:00:00+00:00,2025-06-02 00:00:00+00:00,"XLE,XLB","XLI,XLY",-0.0015035156706412756,-0.012049759664027382,0.005273121996693053,0.005273121996693053,0.9849206010978564,-0.043779947802020436
2025-05-30 00:00:00+00:00,2025-06-02 00:00:00+00:00,2025-06-05 00:00:00+00:00,"XLF,XLE","XLRE,XLC",-0.0011328720537334136,0.016316603335351565,-0.00872473769454249,-0.00872473769454249,0.9763274272033264,-0.05212271693570958
2025-06-04 00:00:00+00:00,2025-06-05 00:00:00+00:00,2025-06-10 00:00:00+00:00,"XLV,XLI","XLU,XLE",0.005239441451986182,0.009597740480976946,-0.002179149514495382,-0.002179149514495382,0.9741998637643478,-0.054188283256900394
2025-06-09 00:00:00+00:00,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,"XLI,XLV","XLB,XLRE",-0.0010541911071805798,-0.0041695634903417544,0.0015576861915805873,0.0015576861915805873,0.975717361439973,-0.05271500540589469
2025-06-12 00:00:00+00:00,2025-06-13 00:00:00+00:00,2025-06-18 00:00:00+00:00,"XLF,XLY","XLE,XLB",-0.0018359579599781517,0.0031654944461478873,-0.0025007262030630195,-0.0025007262030630195,0.9732773594674367,-0.05508390581364453
